relative_path,parent_directory,name,suffix,size_bytes,sha256,is_text,detected_encoding,printable_ratio,line_count,categories,uft_markers,object_reference_markers,parameter_markers,control_flow_markers,function_or_sub_markers,error
db_xmlmap.xml,.,db_xmlmap.xml,.xml,436562,51d9c6afa028bb3ef5cfd793fcdbb1e13f018f2d11244898067d235281c093ae,True,utf-8-sig,1.0000,7178,text; known_text_extension; contains_control_flow; xml_candidate,,,,For ; Next,,
dbid.xml,.,dbid.xml,.xml,1157,b0311c519dd65b92362e7029b06f80993f2569b21984f412e5b6dee100d05760,True,utf-8-sig,1.0000,24,text; known_text_extension; contains_control_flow; xml_candidate,,,,Then,,
ProjRep/000/000/000/000/001,ProjRep/000/000/000/000,001,,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True,utf-8-sig,1.0000,,text,,,,,,
ProjRep/000/000/000/001/001,ProjRep/000/000/000/001,001,,21280,a67cd9062f6da5d0110da0932d0b4a26f873d875756ac1e2438919f99aa28b22,False,,,,binary,,,,,,
ProjRep/000/000/000/001/002,ProjRep/000/000/000/001,002,,13872,5e01ea3768be3da8504c86d9a4088549b00435802a8b5fde61804c9322c51025,False,,,,binary,,,,,,
ProjRep/000/000/000/001/003,ProjRep/000/000/000/001,003,,15477,9f160737940ef651ab61b0ca3fade10435f9503bbb958ad3b6a0a0508e34770b,False,,,,binary,,,,,,
ProjRep/000/000/000/001/004,ProjRep/000/000/000/001,004,,18433,afff1118790e5d0082e336804acdd1dfe6b99d648cedaa83af94163245e988e3,False,,,,binary,,,,,,
ProjRep/000/000/000/001/005,ProjRep/000/000/000/001,005,,19065,bbd6348570429efa129b1421109d22626260f7b9a49f328583b0100baae2e3ca,False,,,,binary,,,,,,
ProjRep/000/000/000/001/006,ProjRep/000/000/000/001,006,,18630,117711b0d414242761e502131d73486da1cf406485d5181e56158dae0bb0b85c,False,,,,binary,,,,,,
ProjRep/000/000/000/001/007,ProjRep/000/000/000/001,007,,19931,84f7354ca65cf94fa008333e338d460deda6d148d8231cab520682937a44c09a,False,,,,binary,,,,,,
ProjRep/000/000/000/001/008,ProjRep/000/000/000/001,008,,18885,e85be86d3a1ec9cd60ecc272c905e03f7d710047bcf5d67ee529e6c7e4e3ef0c,False,,,,binary,,,,,,
ProjRep/000/000/000/001/009,ProjRep/000/000/000/001,009,,17993,0e8d97029c9e2b594d6390ea8651cb77fdea85317ecbaa029adbaa325a290021,False,,,,binary,,,,,,
ProjRep/000/000/000/001/010,ProjRep/000/000/000/001,010,,18526,a075fd439e9a44c77c37b88adff73c4d53b3c3fa901ccebe7c0c102668acc904,False,,,,binary,,,,,,
ProjRep/000/000/000/001/011,ProjRep/000/000/000/001,011,,19687,fa6c9556b81f02e5f0835cdb068273a40db8c0a279f314d143fcc1e95c3ca2c8,False,,,,binary,,,,,,
ProjRep/000/000/000/001/012,ProjRep/000/000/000/001,012,,21743,f866fef709f36aed5e90bc36191fc8117a79362b5d68817c2a0d23e45ee4d7cc,False,,,,binary,,,,,,
ProjRep/000/000/000/001/013,ProjRep/000/000/000/001,013,,18695,e1da9da80eb64fa97610688b932d9149967ae2f2781ab9f498bfda84357d4c37,False,,,,binary,,,,,,
ProjRep/000/000/000/001/014,ProjRep/000/000/000/001,014,,19304,56dc72fc5c0a08889daa6abe7f2ab11db82260a3cfaad53af3ec34d7931c357e,False,,,,binary,,,,,,
ProjRep/000/000/000/001/015,ProjRep/000/000/000/001,015,,18414,7fa8300aa568be2616513a5f8490920b56553b3070a3f9b9e60d70621df0ccd8,False,,,,binary,,,,,,
ProjRep/000/000/000/001/016,ProjRep/000/000/000/001,016,,18589,094ce45d65adfdca52083afd291ae4fd3e14342abe68c1d8f6d0cd76ab8662ca,False,,,,binary,,,,,,
ProjRep/000/000/000/001/017,ProjRep/000/000/000/001,017,,14679,b3af41c4d3d57bc4b491ab6c8c2c92d87e94f1a620b4dfef9cea8017fdff1cd7,False,,,,binary,,,,,,
ProjRep/000/000/000/001/018,ProjRep/000/000/000/001,018,,18437,0f7de8bf4f11a95e8f6144586b5205fd859499a6fb6a4cee38eefebe61717411,False,,,,binary,,,,,,
ProjRep/000/000/000/001/019,ProjRep/000/000/000/001,019,,17960,f58ad9b6276cf1b4c34b4f25d8182f24a6c36b17ac2de195b95d30c6a21f5079,False,,,,binary,,,,,,
ProjRep/000/000/000/001/020,ProjRep/000/000/000/001,020,,18664,2870677c4131fdaa3ee8eede0a4487a2ad8a289b9c936218311674a294750b95,False,,,,binary,,,,,,
ProjRep/000/000/000/001/021,ProjRep/000/000/000/001,021,,18650,f83c0406f312f80fd3930a8f27077879ceed951490760f53aeef37d1d9381a66,False,,,,binary,,,,,,
ProjRep/000/000/000/001/022,ProjRep/000/000/000/001,022,,18596,d5e2cfd99f9a0cc85ca282ee3f54c8b5ee53c1ceba6f21bc3a7f05761acdaca3,False,,,,binary,,,,,,
ProjRep/000/000/000/001/023,ProjRep/000/000/000/001,023,,16198,2014e078b63c4fbc303163758234657299ef9ec9ea2f8aac0aa88d120418f290,False,,,,binary,,,,,,
ProjRep/000/000/000/001/024,ProjRep/000/000/000/001,024,,19287,dbcc1a96400008c5456bc38e629324f64043a1df9fbb5558e68d3642c5b06d69,False,,,,binary,,,,,,
ProjRep/000/000/000/001/025,ProjRep/000/000/000/001,025,,18446,c0710f574d4d9ec5446711300f6807ba552a324374c722ecf050a248222a208e,False,,,,binary,,,,,,
ProjRep/000/000/000/001/026,ProjRep/000/000/000/001,026,,18878,3b2c1425d363dfe1a8fcd413cf3dcae6cfd449362ed9b5a7d1fd27d963c0fdc4,False,,,,binary,,,,,,
ProjRep/000/000/000/001/027,ProjRep/000/000/000/001,027,,18078,ccdfbec5782137b0ceee8d65dbe9b26b7e3c00937d517f85a678e2c723169b66,False,,,,binary,,,,,,
ProjRep/000/000/000/001/028,ProjRep/000/000/000/001,028,,18527,e3fae46b99174890a0e76517776abcf85550f145fb85cd145e53b44567891478,False,,,,binary,,,,,,
ProjRep/000/000/000/001/029,ProjRep/000/000/000/001,029,,18959,bf44506c3381fd07ad82c8f9141ac8536cc1597964270a9471673a459d4502a2,False,,,,binary,,,,,,
ProjRep/000/000/000/001/030,ProjRep/000/000/000/001,030,,18039,1c9b9411382cf00bf148254ff41009ddca3f3a91c63be4e22b0c2a356f7ccae5,False,,,,binary,,,,,,
ProjRep/000/000/000/001/031,ProjRep/000/000/000/001,031,,18435,11ab1811d3d801b660f5d8e33cba0a13f65b7024b8d1bf3c462820a2adbcef3c,False,,,,binary,,,,,,
ProjRep/000/000/000/001/032,ProjRep/000/000/000/001,032,,19417,71d662902a147666861042433a87aded308bddec1015ddb3dc9d327482acee50,False,,,,binary,,,,,,
ProjRep/000/000/000/001/033,ProjRep/000/000/000/001,033,,18637,aa0886eb77c040a11e8ae43ad772cae8f73ae819226396782a177254e678331a,False,,,,binary,,,,,,
ProjRep/000/000/000/001/034,ProjRep/000/000/000/001,034,,18233,5a5f2e3ea56be30f4da66c5dc69f37bd64bf2fc7b4c7b1211357494f0b124cd8,False,,,,binary,,,,,,
ProjRep/000/000/000/001/035,ProjRep/000/000/000/001,035,,18551,94147be0547cc4218a4ed813e33c10d387b2343b0c5cf97f3cc46893a3fb3f2e,False,,,,binary,,,,,,
ProjRep/000/000/000/001/036,ProjRep/000/000/000/001,036,,17665,fef85aa9475f07533bfa3aad63b23cd1d9aba8a65f3de3db402c96d0deaacbd1,False,,,,binary,,,,,,
ProjRep/000/000/000/001/037,ProjRep/000/000/000/001,037,,17651,aa388247c9720d2edc2b969e12a1ad476b6d0de450144fc354537ca1e8b486cc,False,,,,binary,,,,,,
ProjRep/000/000/000/001/038,ProjRep/000/000/000/001,038,,17662,c5e981c8b866a92f8b0c6d8c5058d64822fa8028d70433f1b4741cef273e0486,False,,,,binary,,,,,,
ProjRep/000/000/000/001/039,ProjRep/000/000/000/001,039,,18364,c6955594f47d526267e062cb8ae41d8d9c8e8ed7cbff13c9fb90012fba8fc95e,False,,,,binary,,,,,,
ProjRep/000/000/000/001/040,ProjRep/000/000/000/001,040,,18925,f48c73afaa4ed08a36a3dda93c7296e9843262ec493008601e63f1c52c31e031,False,,,,binary,,,,,,
ProjRep/000/000/000/001/041,ProjRep/000/000/000/001,041,,18620,bd72fd79bf20fd2266cfe90198eb5525b94c24704d320849893ff7215d68ea56,False,,,,binary,,,,,,
ProjRep/000/000/000/001/042,ProjRep/000/000/000/001,042,,18816,c41e08e0dafb6bf5446594ca7cc12af7ec760fd9140f3185b89292b2c7e6b279,False,,,,binary,,,,,,
ProjRep/000/000/000/001/043,ProjRep/000/000/000/001,043,,19169,bea45ca5209dfd905bc00b9facd7f906a14683eefa17c46d939e5e8f70225973,False,,,,binary,,,,,,
ProjRep/000/000/000/001/044,ProjRep/000/000/000/001,044,,18205,e0376e1d71471ca8671d775247f5594989d749f4113773186ec614b2a70477cd,False,,,,binary,,,,,,
ProjRep/000/000/000/001/045,ProjRep/000/000/000/001,045,,18556,75a0b7f28d51b3f98b834304e2ab04ad9814465329ddb9b2e1353841d04947f1,False,,,,binary,,,,,,
ProjRep/000/000/000/001/046,ProjRep/000/000/000/001,046,,18052,660f93d388e60e3bd5419ec651906471190b88d0e9d56e3a0399e52bc1529012,False,,,,binary,,,,,,
ProjRep/000/000/000/001/047,ProjRep/000/000/000/001,047,,18518,959c17a45c94dcde69f1b07026204759cab405959a484f7cbf96ae83f92204b6,False,,,,binary,,,,,,
ProjRep/000/000/000/001/048,ProjRep/000/000/000/001,048,,18418,d567dfa7ab100f16628d4fcaea17194fb9d18cc4e67f5f4cc5a8eb5365658b36,False,,,,binary,,,,,,
ProjRep/000/000/000/001/049,ProjRep/000/000/000/001,049,,18938,5fbee34bfb875249debeeb66865a9390690ee6acd73226b4356bcfacbb2201ad,False,,,,binary,,,,,,
ProjRep/000/000/000/001/050,ProjRep/000/000/000/001,050,,18539,a1ebcb59a87941beb5e37e89fb9c21579d09dcdb0e7646cb36e8dc5112a12076,False,,,,binary,,,,,,
ProjRep/000/000/000/001/051,ProjRep/000/000/000/001,051,,17653,90892300fe304009ba351127e9b38287bc640f5aa7028c9898444e051b2ab692,False,,,,binary,,,,,,
ProjRep/000/000/000/001/052,ProjRep/000/000/000/001,052,,19371,c531df5052bec86e7c21de3f4ab16cd86133c38a49866e93c4adb2dbf2f8f70d,False,,,,binary,,,,,,
ProjRep/000/000/000/001/053,ProjRep/000/000/000/001,053,,18527,18590e5deba0c7f5c2bbce6076f90e222d4df0aec9197db6230fe18f62571f13,False,,,,binary,,,,,,
ProjRep/000/000/000/001/054,ProjRep/000/000/000/001,054,,14861,9c67f424fd93802db74ac6d423b7b64f2c81497ab1c81540d37c80e74687880b,False,,,,binary,,,,,,
ProjRep/000/000/000/001/055,ProjRep/000/000/000/001,055,,18684,409c05f2956819a10d05da6bf462b85dc3912d197d94946686be6279c07d349a,False,,,,binary,,,,,,
ProjRep/000/000/000/001/056,ProjRep/000/000/000/001,056,,196608,4c2148780f767c02b3561f73990eaa5d7c11690e9f1c7c54cba8aabaa022f4a1,False,,,,binary,,,,,,
ProjRep/000/000/000/001/057,ProjRep/000/000/000/001,057,,6656,163b799f7c83ef8a49423fec70fc195de1824aa6141ff36098036ade9fc91cde,False,,,,binary,,,,,,
ProjRep/000/000/000/001/058,ProjRep/000/000/000/001,058,,60,e072760a88703fef9b9fa45a28ad68b1ed65dd0f3f0988eca91f7780dd3c2228,True,utf-8-sig,1.0000,1,text,,,,,,
ProjRep/000/000/000/001/059,ProjRep/000/000/000/001,059,,196608,7ef7367799ee347fb4d7320c47c0e80614bca740e7327fe70303eaba1d3b7355,False,,,,binary,,,,,,
ProjRep/000/000/000/001/060,ProjRep/000/000/000/001,060,,8704,53c312bed066cd2d12f789cb9fd811606d3034b0db97adc136ef627490525b23,False,,,,binary,,,,,,
ProjRep/000/000/000/001/061,ProjRep/000/000/000/001,061,,3,f1945cd6c19e56b3c1c78943ef5ec18116907a4ca1efc40a57d48ab1db7adfc5,True,utf-8-sig,1.0000,,text,,,,,,
ProjRep/000/000/000/001/062,ProjRep/000/000/000/001,062,,4096,65650ccab529ef2bed1c84165d5b4ef373fb515f65aa342d9987e093c0725ffe,False,,,,binary,,,,,,
ProjRep/000/000/000/001/063,ProjRep/000/000/000/001,063,,2875,fbb90100cb5ad2370734788b17d369225d2676aecaed6540dc87609b3135cca9,True,utf-8-sig,1.0000,72,text; xml_candidate,,,,,,
ProjRep/000/000/000/001/064,ProjRep/000/000/000/001,064,,2560,9773b1ffe4af83a229ae92b19cd5141596a20d1bb4716a492806762631672a67,False,,,,binary,,,,,,
ProjRep/000/000/000/001/065,ProjRep/000/000/000/001,065,,36864,d035a10d4e9f7c06f70f606e86acc38e20a69de3afac8473d7db9faace114934,False,,,,binary,,,,,,
ProjRep/000/000/000/001/066,ProjRep/000/000/000/001,066,,16874,1244ef878b3747028260fb0e6c49cf254a1ca1153de522078207f6b7b3dd2056,True,utf-16,1.0000,518,text; xml_candidate,,,,,,
ProjRep/000/000/000/001/067,ProjRep/000/000/000/001,067,,196608,bddbce5b1b47baa5a131fe524c963a72f285f97b2b69ba613c04d130a01331f0,False,,,,binary,,,,,,
ProjRep/000/000/000/001/068,ProjRep/000/000/000/001,068,,13312,ac95974883de9370c9070740e69e3464402e4f3241672f2a34f2161c12fb28d2,False,,,,binary,,,,,,
ProjRep/000/000/000/001/069,ProjRep/000/000/000/001,069,,40,fc3fa70e310b5cad7d380d21bbd732d9cb8c1d43095eb4f1bf51b56d99339645,True,utf-8-sig,1.0000,1,text,,,,,,
ProjRep/000/000/000/001/070,ProjRep/000/000/000/001,070,,196608,a10f01882af4ac83772e976d6cd1e7716e337eff36136eda9c20f5c66b56479c,False,,,,binary,,,,,,
ProjRep/000/000/000/001/071,ProjRep/000/000/000/001,071,,13312,29d7dcb599c7474c321a096134dd3d361b3417c5bb53827a097fb49ea7dead00,False,,,,binary,,,,,,
ProjRep/000/000/000/001/073,ProjRep/000/000/000/001,073,,4096,1396ff641549fe4f481675df5c6f9d133193ad8cb0787b20ae1116367bcca4d0,False,,,,binary,,,,,,
ProjRep/000/000/000/001/074,ProjRep/000/000/000/001,074,,2560,3512522e4eaa87dcd5eae7c3470086c2798d6a3808aba080c17f5d9a815fbc98,False,,,,binary,,,,,,
ProjRep/000/000/000/001/075,ProjRep/000/000/000/001,075,,37888,de572be9b6f29d94ca213a6a9b00ecfa3815072605e036856374130d73e387c4,False,,,,binary,,,,,,
ProjRep/000/000/000/001/076,ProjRep/000/000/000/001,076,,10766,80e8991c3080d794336dd07fda27cf80b72643e330543ee2688a68a0f7087c95,True,utf-16,1.0000,333,text; xml_candidate,,,,,,
ProjRep/000/000/000/001/077,ProjRep/000/000/000/001,077,,196608,db6c24fa10ba25e66e980e36ebcc8b15217094133b0d32f81595ae2f8bba8409,False,,,,binary,,,,,,
ProjRep/000/000/000/001/078,ProjRep/000/000/000/001,078,,6656,7fc25995ffa95676ba2d11e5df7ff7982b41e1bb2f390f4ce092d215e0a92855,False,,,,binary,,,,,,
ProjRep/000/000/000/001/079,ProjRep/000/000/000/001,079,,33,bcf7e92df54ea59e281fa8321cbf8fcce3eb3e3c09219e082c25cbf2313701fa,True,utf-8-sig,1.0000,1,text,,,,,,
ProjRep/000/000/000/001/080,ProjRep/000/000/000/001,080,,196608,28441816643ef0956b23732d26b516716e09694f5d16788b6702f1f4b94eaafa,False,,,,binary,,,,,,
ProjRep/000/000/000/001/081,ProjRep/000/000/000/001,081,,6656,0291c039cd29b3a33a2bf8e0c8e533d9dee9c5e00c4805d788d2b9eccb0ca218,False,,,,binary,,,,,,
ProjRep/000/000/000/001/083,ProjRep/000/000/000/001,083,,4096,5cce398c530dd2528ac8478d49ab8fd2182b14e4fc9a81d14d4b23bceff3ce29,False,,,,binary,,,,,,
ProjRep/000/000/000/001/084,ProjRep/000/000/000/001,084,,2560,e939aa7226d50a6bf4eac7a7a999b549af6bb1361e89383be159d6ae02abbb75,False,,,,binary,,,,,,
ProjRep/000/000/000/001/085,ProjRep/000/000/000/001,085,,31744,1c1b97dc1b12dd8996c1a4d56420bf8faf0c56121c7ac0975b654832c7606d04,False,,,,binary,,,,,,
ProjRep/000/000/000/001/087,ProjRep/000/000/000/001,087,,139,d22e1f91f7316113f296af18867554b8be4bb73d0e97b85392d6ab55ce265e77,True,utf-8-sig,1.0000,6,text,,,,,,
ProjRep/000/000/000/001/090,ProjRep/000/000/000/001,090,,463,fd2a285b39e2dab125ec3b8d0910688b31544322e3e9a84be57ff752474352cf,True,utf-8-sig,1.0000,29,text,,,,,,
ProjRep/000/000/000/001/102,ProjRep/000/000/000/001,102,,466,0eff775d5d0649b1a61d918a375809f0f1999d324349a2a1bc10a327428c01d9,True,utf-8-sig,1.0000,18,text; uft_script_candidate; contains_object_references,Browser(,WebList(; Page(; Browser(,,,,
ProjRep/000/000/000/001/103,ProjRep/000/000/000/001,103,,14934,d003bf3c5e389acc6d088a9ad6c1d22c4038ae23203114b85fc9491e9c7b3638,True,cp1250,1.0000,163,text; contains_control_flow; contains_function_or_sub; xml_candidate,,,,For ,Function ,
ProjRep/000/000/000/001/104,ProjRep/000/000/000/001,104,,657,a026ab70fea2b81ca58ccf7794a498e2108dd3059a52a037889d6be7e7286f26,True,utf-8-sig,1.0000,24,text; uft_script_candidate; contains_object_references,Browser(,Page(; Browser(,,,,
ProjRep/000/000/000/001/105,ProjRep/000/000/000/001,105,,28154,c7448eecc1a03d877e6c1cdfdd6c1e3a86444464172e7b867b4c6530b3df5b44,True,cp1250,1.0000,228,text; contains_control_flow; contains_function_or_sub; xml_candidate,,,,If ; For ,Function ,
ProjRep/000/000/000/001/106,ProjRep/000/000/000/001,106,,180,9009e4a419bdfaf84b6a6f60968b98d28050f131a0de61a822bc01fc802393e8,True,utf-8-sig,1.0000,8,text; uft_script_candidate; contains_object_references,Browser(,Browser(,,,,
ProjRep/000/000/000/001/107,ProjRep/000/000/000/001,107,,3398,95ad3afbe12f1b2e40d6a838824660545df231a8203e995da35d7e8553242a7a,False,,,,binary,,,,,,
ProjRep/000/000/000/001/108,ProjRep/000/000/000/001,108,,6858,b685173ca629e6d83318a90f00c860a780f92e9830ef67f8e99e877396b650cc,True,cp1250,1.0000,115,text; contains_control_flow; xml_candidate,,,,Do ,,
ProjRep/000/000/000/001/109,ProjRep/000/000/000/001,109,,180,1cda6015753f7ef2f803c8b3da9d24ee1e979aaeedfb2d4f15ebe45f9c3433a0,True,utf-8-sig,1.0000,8,text; uft_script_candidate; contains_object_references,Browser(,Browser(,,,,
ProjRep/000/000/000/001/110,ProjRep/000/000/000/001,110,,3398,bd814889538690329815aeec52d6149f4d1e68130ec1b79f8b08eb436921b054,False,,,,binary,,,,,,
ProjRep/000/000/000/001/111,ProjRep/000/000/000/001,111,,6858,756a3143332e64253e19019c2c83fa4da4618a90edcf2ddfc7aa8373674ca605,True,cp1250,1.0000,115,text; contains_control_flow; xml_candidate,,,,Do ,,
ProjRep/000/000/000/001/112,ProjRep/000/000/000/001,112,,180,346f150c9c7509df6b977b4434083b6ee6e3c2d157ce65522d335827b16b3087,True,utf-8-sig,1.0000,8,text; uft_script_candidate; contains_object_references,Browser(,Browser(,,,,
ProjRep/000/000/000/001/113,ProjRep/000/000/000/001,113,,4736,6b0a8c642ceeb0f2fd201ee2f230b03ee119ecb71e8cb69f289001539b0cc46e,False,,,,binary,,,,,,
ProjRep/000/000/000/001/114,ProjRep/000/000/000/001,114,,8430,1dafd2b798f79baf010fa688b2e922b70d7e5133cf6d99c84291178c5453a0df,True,cp1250,1.0000,134,text; contains_control_flow; xml_candidate,,,,For ; Do ,,
ProjRep/000/000/000/001/115,ProjRep/000/000/000/001,115,,472,be3c152dfb2cec14c11e06e5ad7156a0307822f2bf9f4cedf8a2cc8b6d4939fb,True,utf-8-sig,1.0000,18,text; uft_script_candidate; contains_object_references,Browser(,WebList(; Page(; Browser(,,,,
ProjRep/000/000/000/001/116,ProjRep/000/000/000/001,116,,14934,0e4fa085e791c287fc65953c5407813f90833fc037cbb2fe292aa727fe733912,True,cp1250,1.0000,163,text; contains_control_flow; contains_function_or_sub; xml_candidate,,,,For ,Function ,
ProjRep/000/000/000/001/117,ProjRep/000/000/000/001,117,,496,528cf8d6f1e815f5ef6c40b7e020490d580a02714ba65eb49696af8aeb486f6a,True,utf-8-sig,1.0000,19,text; uft_script_candidate; contains_object_references,Browser(,Page(; Browser(,,,,
ProjRep/000/000/000/001/118,ProjRep/000/000/000/001,118,,14934,c3cc01e1d196f3317ce6a9c9428368690df98f25c494ba033f720529009c3a4c,True,cp1250,1.0000,163,text; contains_control_flow; contains_function_or_sub; xml_candidate,,,,For ,Function ,
ProjRep/000/000/000/001/119,ProjRep/000/000/000/001,119,,316,21d2fc05f56ac5972573dee3739e06e3af0ba2c15da726d65007a1a47f375018,True,utf-8-sig,1.0000,12,text; uft_script_candidate; contains_object_references,Browser(,Page(; Browser(,,,,
ProjRep/000/000/000/001/120,ProjRep/000/000/000/001,120,,15133,b26bb2b558541214d5dc0013b8e0a5b15038b53c8427ebc78a08cdd6a9c2e24a,True,cp1250,1.0000,177,text; contains_control_flow; contains_function_or_sub; xml_candidate,,,,For ,Function ,
ProjRep/000/000/000/001/121,ProjRep/000/000/000/001,121,,483,a1236013dbb259a2446147ccac6c2f7229fae2bf32189df27f6d5960367f5575,True,utf-8-sig,1.0000,18,text; uft_script_candidate; contains_object_references,Browser(,WebRadioGroup(; Page(; Browser(,,,,
ProjRep/000/000/000/001/122,ProjRep/000/000/000/001,122,,14928,6bca54247ce051f720e907937064e76c346b62b96ca0120b092296f3f126053c,True,cp1250,1.0000,163,text; contains_control_flow; contains_function_or_sub; xml_candidate,,,,For ,Function ,
ProjRep/000/000/000/001/123,ProjRep/000/000/000/001,123,,14928,643f287e2081f2609f6aa126a098b498a82ac8bae2651b47d220315653c04617,True,cp1250,1.0000,163,text; contains_control_flow; contains_function_or_sub; xml_candidate,,,,For ,Function ,
ProjRep/000/000/000/001/124,ProjRep/000/000/000/001,124,,337,ed38757d2d53f62a04c1abf0a16f506e7d8245360f18348d73e69f2b38f624fe,True,utf-8-sig,1.0000,12,text; uft_script_candidate; contains_object_references,Browser(,Page(; Browser(,,,,
ProjRep/000/000/000/001/125,ProjRep/000/000/000/001,125,,29203,95b24a9954ccf793cb06986787487665e5621d1fea99894bd3a8b22d548e2e33,True,cp1250,1.0000,228,text; contains_control_flow; contains_function_or_sub; xml_candidate,,,,If ; For ,Function ,
ProjRep/000/000/000/001/126,ProjRep/000/000/000/001,126,,3398,ddb9cad04aa700eaef34822728b6213cc7423fe4f48547c1354476e78b1dc1f5,False,,,,binary,,,,,,
ProjRep/000/000/000/001/127,ProjRep/000/000/000/001,127,,6858,df23cd470e6c90f8259d850898e7d42c33568eced839d506c8c4c74c78b07c35,True,utf-8-sig,1.0000,115,text; contains_control_flow; xml_candidate,,,,Do ,,
ProjRep/000/000/000/001/128,ProjRep/000/000/000/001,128,,3398,c12a9a3fc8722e4f5a4e68b31c6b3006ebf6c156b834b5f3bf17f6de186f44a4,False,,,,binary,,,,,,
ProjRep/000/000/000/001/129,ProjRep/000/000/000/001,129,,6858,6fcb7a2c8e4dcdc40297b2281330583fc37501c2ab5d137671569f38472f4c52,True,utf-8-sig,1.0000,115,text; contains_control_flow; xml_candidate,,,,Do ,,
ProjRep/000/000/000/001/130,ProjRep/000/000/000/001,130,,4736,2177fe15ff3a3e3d30e3d8ea6856d1e57c002f16a8b68766caa0509033490c4a,False,,,,binary,,,,,,
ProjRep/000/000/000/001/131,ProjRep/000/000/000/001,131,,8430,df411174cf486f4731a39e03252ed341c6056c6a1b7e258d838acd0a564ea8e9,True,utf-8-sig,1.0000,134,text; contains_control_flow; xml_candidate,,,,For ; Do ,,
ProjRep/000/000/000/001/132,ProjRep/000/000/000/001,132,,180,948dbe679bf38776643876996d4a0a4800518a1122e9e8872a62ce57639fd510,True,utf-8-sig,1.0000,8,text; uft_script_candidate; contains_object_references,Browser(,Browser(,,,,
ProjRep/000/000/000/001/133,ProjRep/000/000/000/001,133,,4709,fa7114eb66a66380d62a1b1c0e011cb17509446ad94d4f637cb0427e6761a5c4,False,,,,binary,,,,,,
ProjRep/000/000/000/001/134,ProjRep/000/000/000/001,134,,8430,e7e3f580c2b5ce27053e96f45f47852efba351521ffc33e56dadd622e686691b,True,utf-8-sig,1.0000,134,text; contains_control_flow; xml_candidate,,,,For ; Do ,,
ProjRep/000/000/000/001/135,ProjRep/000/000/000/001,135,,14928,93835f1df6438ae4a0908308b04c64fe01f9c39944ee773ca198719f40365170,True,cp1250,1.0000,163,text; contains_control_flow; contains_function_or_sub; xml_candidate,,,,For ,Function ,
ProjRep/000/000/000/001/136,ProjRep/000/000/000/001,136,,15133,8bdc1287cf2e361e6260bc09975aed868f6f66ef860689b33301b8b02b1c5cba,True,cp1250,1.0000,177,text; contains_control_flow; contains_function_or_sub; xml_candidate,,,,For ,Function ,
ProjRep/000/000/000/001/137,ProjRep/000/000/000/001,137,,305,7559bf326943be92860189243e44496c9cbf00a11230f4d44d60e97f7ef01b7b,True,utf-8-sig,1.0000,12,text; uft_script_candidate; contains_object_references,Browser(,Page(; Browser(,,,,
ProjRep/000/000/000/001/138,ProjRep/000/000/000/001,138,,13162,eb86a7500eb76a71b5ea90e5c6a60302c83edb936fd3e7404546ebbe867ae468,True,cp1250,1.0000,244,text; contains_control_flow; contains_function_or_sub; xml_candidate,,,,If ; For ,Function ,
ProjRep/000/000/000/001/139,ProjRep/000/000/000/001,139,,219,31bee29d77b14dd90f7632b022a910222fcd260bf1db6df0a27d77b4de3d1d23,True,utf-8-sig,1.0000,12,text; uft_script_candidate; contains_object_references,Browser(,Page(; Browser(,,,,
ProjRep/000/000/000/001/140,ProjRep/000/000/000/001,140,,41,995d4e8a60e9ac6e62be67b8210b1027e83c63bb510bb9d5dcfffb574c2c0483,True,utf-8-sig,1.0000,2,text; xml_candidate,,,,,,
ProjRep/000/000/000/001/141,ProjRep/000/000/000/001,141,,213,4404ce4016ad6994777be13d2b42f8b3ab345813516d8fdfccd0c344c2f082f7,True,utf-8-sig,1.0000,12,text; uft_script_candidate; contains_object_references,Browser(,Page(; Browser(,,,,
ProjRep/000/000/000/001/142,ProjRep/000/000/000/001,142,,173,cddf04eaa58624bd1de8ad4d4968d6951ee30d9050b350d6f5d98618eec6fa28,True,utf-8-sig,1.0000,8,text; uft_script_candidate; contains_object_references,Browser(,Browser(,,,,
ProjRep/000/000/000/001/143,ProjRep/000/000/000/001,143,,3398,71a339f9d19c4115cd8b79d4dabc9c2cd015ec145eb86f55628066a652021e89,False,,,,binary,,,,,,
ProjRep/000/000/000/001/144,ProjRep/000/000/000/001,144,,6858,1335f3afea5dba6a65803b4073032fa748880bd910683025c5ede7450186e0cd,True,utf-8-sig,1.0000,115,text; contains_control_flow; xml_candidate,,,,Do ,,
ProjRep/000/000/000/001/145,ProjRep/000/000/000/001,145,,184,a13e681a8f2f4a7005b39431ea353d0708e9217770ec9db4c6997f4cc71f8478,True,utf-8-sig,1.0000,8,text; uft_script_candidate; contains_object_references,Browser(,Browser(,,,,
ProjRep/000/000/000/001/146,ProjRep/000/000/000/001,146,,3398,d38b83f02935c7664194ee727f774edc2337fd29535aa07c4cd339224a76a08e,False,,,,binary,,,,,,
ProjRep/000/000/000/001/147,ProjRep/000/000/000/001,147,,6858,29a1faf51128cd330af9984952ece9538c2c3c495e97a51c6c84d84a85a3f578,True,utf-8-sig,1.0000,115,text; contains_control_flow; xml_candidate,,,,Do ,,
